Gene_id,Gene_Chr,Gene_Start,Gene_End,Gene,RPKM
ENSG00000223656.1_2,1,100163798,100164734,HMGB3P10,0.099605518
ENSG00000223657.2_2,7,136623027,136623300,KRT8P51,0
ENSG00000223658.7_3,2,43902290,43903461,C1GALT1C1L,1.45838796
ENSG00000223660.1_2,19,54703321,54703838,AC012314.20,0
ENSG00000223662.1_2,21,15954523,15970624,SAMSN1-AS1,0
ENSG00000223663.2_3,1,1314046,1314412,NDUFB4P8,0
ENSG00000223665.1_2,7,91268162,91272827,CTB-111F10.1,0
ENSG00000223668.1_2,3,39400036,39401413,EEF1A1P24,0
ENSG00000223669.1_2,20,61363918,61366699,RP11-93B14.4,0
ENSG00000223671.2_2,21,36844393,36844730,RPL34P3,0
ENSG00000223672.2_2,9,13322805,13323449,RP11-272P10.3,0.044166168
ENSG00000223675.1_2,1,95051112,95057853,RP11-86H7.6,0.013121685
ENSG00000223676.1_2,13,50935546,50935899,RPL34P26,0
ENSG00000223677.1_2,6,28994457,28995384,OR2AD1P,0
ENSG00000223678.1_2,9,33402855,33409946,RP11-311H10.4,3.792910405
ENSG00000223679.1_2,22,23332865,23350523,AP000362.1,0
ENSG00000223683.1_2,1,63727784,63728378,RPSAP65,0
ENSG00000223684.1_2,9,21209188,21209778,IFNWP18,0
ENSG00000223685.5_2,13,38624954,38717369,LINC00571,0.481609098
ENSG00000223688.2_2,11,3580887,3581252,RPS24P14,1.478842582
ENSG00000223691.1_2,2,22411208,22413185,AC068044.1,0
ENSG00000223692.1_3,21,47882384,47889219,DIP2A-IT1,0.332794137
ENSG00000223694.1_2,1,240333455,240334591,ADH5P3,0.050109372
ENSG00000223695.1_2,22,36784671,36792562,RP4-633O19__A.1,0.27928606
ENSG00000223697.3_2,8,133850362,133856543,AF230666.2,5.397772798
ENSG00000223698.3_2,Y,26314334,26320641,GOLGA6L11P,0
ENSG00000223701.3_3,6,150205567,150240644,RAET1E-AS1,8.428437833
ENSG00000223702.1_2,6,31348188,31348616,ZDHHC20P2,0
ENSG00000223703.1_3,2,91924752,91955465,AC027612.4,0
ENSG00000223704.1_2,22,27254597,27261749,LINC01422,0.301701043
ENSG00000223705.9_2,7,75039605,75046066,NSUN5P1,7.173498086
ENSG00000223707.2_2,X,85104415,85105144,SFR1P2,0
ENSG00000223709.5_2,11,89790773,89796167,TRIM64EP,0
ENSG00000223710.1_2,2,52002396,52002540,CRYGGP,0
ENSG00000223711.1_2,3,195270871,195277400,AC091633.3,0.191556433
ENSG00000223714.1_2,X,41134992,41136031,RP5-1172N10.2,0.614094858
ENSG00000223715.1_2,3,176321931,176353320,LINC01208,0.054783035
ENSG00000223716.2_2,9,38360424,38376427,RP11-113O24.3,0
ENSG00000223717.1_2,13,59325181,59326367,DNAJA1P1,0
ENSG00000223718.3_2,7,135344787,135345395,AC093107.7,0
ENSG00000223719.1_2,3,6734006,6734775,AC024162.2,0
ENSG00000223720.2_2,1,48638644,48672529,RP5-1024N4.2,0.175036425
ENSG00000223721.3_2,7,138386352,138387807,UQCRFS1P2,0.078911851
ENSG00000223722.3_2,12,31907654,31908055,RP11-467L13.5,0.708636272
ENSG00000223723.1_2,X,36980269,36981498,BX842568.2,0.393725226
ENSG00000223724.1_2,13,49618215,49620930,RAD17P2,0
ENSG00000223725.6_2,2,208104588,208394519,AC007879.5,0.488098068
ENSG00000223726.1_2,22,27703444,27714499,CTA-929C8.7,0
ENSG00000223727.6_2,3,3292371,3668980,AC026188.1,0
ENSG00000223728.3_2,1,147313096,147314493,RP11-314N2.2,0
ENSG00000223729.1_2,9,137185777,137187243,RP11-145E17.2,0
ENSG00000223730.1_2,22,45297427,45298351,RP1-127B20.4,0
ENSG00000223731.2_2,X,24380878,24383495,SUPT20HL1,0.02176255
ENSG00000223732.2_3,13,45556212,45657260,RP11-321C24.1,2.080016182
ENSG00000223733.1_2,X,104048595,104049120,RPL18AP14,0
ENSG00000223734.2_2,2,20251895,20254257,RP11-644K8.1,0
ENSG00000223735.1_2,11,5336002,5336914,OR51B3P,0
ENSG00000223738.3_2,3,74150500,74152704,RP11-781E19.1,0
ENSG00000223739.1_2,2,65738905,65739210,AC007389.2,0
ENSG00000223740.1_2,7,56593121,56593806,RP11-760D2.4,0
ENSG00000223741.1_2,21,37858281,37859709,PSMD4P1,0
ENSG00000223742.1_2,X,28589649,28604512,RP11-149B9.2,0
ENSG00000223744.1_2,Y,6196093,6211364,RBMY2GP,0
ENSG00000223745.7_3,1,93727743,93811582,CCDC18-AS1,7.975933707
ENSG00000223746.1_2,10,44236885,44237798,ELOCP30,0
ENSG00000223749.9_3,X,133677367,133680662,MIR503HG,0
ENSG00000223750.1_2,20,1645929,1688846,SIRPB3P,0
ENSG00000223751.1_3,2,742488,747767,AC116609.2,0
ENSG00000223753.2_2,X,100938779,100939448,GHc-602D8.2,0
ENSG00000223754.1_2,2,24422708,24424567,AC008073.9,0.209850299
ENSG00000223756.6_2,11,3402191,3430208,TSSC2,0.831458828
ENSG00000223759.2,1,149672997,149677289,RP11-353N4.4,0.543976266
ENSG00000223760.4_2,2,130887194,130896990,MED15P9,0.986678462
ENSG00000223761.1_2,10,89351364,89365781,RP11-57C13.4,0
ENSG00000223764.2_2,1,852245,856396,RP11-54O7.3,0.05488859
ENSG00000223765.2_3,6,72160537,72168577,LINC01626,0
ENSG00000223768.1_2,21,46713200,46717269,LINC00205,4.628398463
ENSG00000223770.5_2,7,81638493,81659271,AC006145.4,0
ENSG00000223772.1_2,X,85559370,85560089,GEMIN8P3,0
ENSG00000223773.7_2,X,2527389,2575270,CD99P1,0.649513435
ENSG00000223773.7_2_PAR_Y,Y,2477389,2525270,CD99P1,0
ENSG00000223774.5_2,1,201862970,201869106,RP11-307B6.3,0.594367353
ENSG00000223776.5_2,1,236686352,236687808,LGALS8-AS1,2.619960104
ENSG00000223777.1_2,2,177674154,177674587,AC092162.2,0
ENSG00000223779.5_2,1,149239900,149252101,RP11-403I13.4,0
ENSG00000223780.2,9,70727365,70734146,MEP1AP2,0
ENSG00000223781.1,9,41277733,41298538,RP11-95K23.6,0.897705194
ENSG00000223782.1_2,13,27551680,27551926,RPS21P8,0
ENSG00000223783.1_2,3,195563064,195587275,LINC01983,0.755227416
ENSG00000223784.1_2,10,6779344,6780988,LINP1,0
ENSG00000223786.1_3,6,74779167,75400443,RP11-554D15.1,0
ENSG00000223787.2_2,1,93046033,93046378,RP4-593M8.1,0.246998654
ENSG00000223788.4_2,2,233306744,233312128,DIS3L2P1,0
ENSG00000223791.1_2,3,23845515,23848396,UBE2E1-AS1,0.292927282
ENSG00000223794.1_2,1,179224868,179225216,COX5BP8,0
ENSG00000223795.2_2,9,137397318,137413288,RP11-473E2.2,0
ENSG00000223797.5_3,3,40355293,40494820,ENTPD3-AS1,2.607235825
ENSG00000223799.1_2,21,34636178,34638565,IL10RB-AS1,8.208603398
ENSG00000223800.1_2,10,57228087,57228982,RP11-598C10.2,0
ENSG00000223802.7_3,19,18979354,19007536,CERS1,0.189762711
ENSG00000223803.1_2,3,186617987,186618346,RPS20P14,0.949572605
ENSG00000223804.1,1,143647638,143745417,RP6-206I17.1,1.457173111
ENSG00000223806.7_2,21,40110945,40119384,LINC00114,0
ENSG00000223807.1_2,9,32926049,32926448,BOLA3P4,0.142435891
ENSG00000223808.1_2,10,9012088,9015431,RP11-428L9.2,0
ENSG00000223809.1_2,X,134257167,134257532,RP11-85L21.6,0.227897425
ENSG00000223810.2_2,1,151921999,151923388,KRT8P28,0
ENSG00000223811.1_2,6,113678205,113689146,RP11-437J19.1,0
ENSG00000223812.5_2,3,191275113,191308145,RP11-197K6.1,0
ENSG00000223813.2_2,7,29553841,29603286,AC007255.8,14.34250289
ENSG00000223814.1_3,1,48226804,48231219,RP11-543D5.2,0.139986133
ENSG00000223815.1_2,13,60718832,60727639,DIAPH3-AS2,0
ENSG00000223816.5_2,2,92222548,92223026,IGKV1OR2-2,0
ENSG00000223817.1_2,10,73267910,73271630,CDH23-AS1,0
ENSG00000223819.2_2,X,100055292,100055773,RP3-347M6.1,0
ENSG00000223820.5_2,10,89577685,89605369,CFL1P1,0.42281526
ENSG00000223821.1_2,6,74201748,74202465,RP11-505P4.6,4.542550029
ENSG00000223822.2_2,21,24762579,24763317,EEF1A1P1,0
ENSG00000223823.1_2,1,1072397,1079436,LINC01342,0.650633081
ENSG00000223824.1_2,2,190781980,190782484,AC019178.3,0
ENSG00000223825.5_2,2,203066107,203066609,DAZAP2P1,1.415863725
ENSG00000223826.1_2,2,102095852,102103284,LINC01870,0
ENSG00000223828.1_2,1,174725988,174726257,BANF1P4,0.422032269
ENSG00000223829.5_2,7,47009300,47067079,AC004870.4,0.556028201
ENSG00000223831.1_2,22,30994296,31002674,RP1-56J10.8,0.457625352
ENSG00000223834.2_2,10,31893528,31895146,RP11-472N13.2,0
ENSG00000223836.1_2,7,57879738,57880116,RP11-548K12.2,0
ENSG00000223837.2_3,6,32938009,32938663,XXbac-BPG181M17.4,2.697010949
ENSG00000223838.1_2,7,19393157,19618229,AC007091.1,0.050330703
ENSG00000223839.7_3,9,42466317,42474239,FAM95B1,0.363145903
ENSG00000223841.1_2,10,59715055,59716938,RP11-448K10.1,0
ENSG00000223842.1_2,1,219395590,219398839,RP11-135J2.3,0.379491716
ENSG00000223843.4_2,22,43911987,43932997,EFCAB6-AS1,1.072559418
ENSG00000223845.1_2,7,63904180,63905120,VN1R40P,0
ENSG00000223847.1_2,1,187683374,187683866,RP5-925F19.1,0
ENSG00000223849.1_2,9,97885803,97886150,RP11-80I15.1,2.12835239
ENSG00000223850.1_2,2,16060521,16076139,MYCNUT,0
ENSG00000223855.1_2,7,560028,564869,HRAT92,0.511891678
ENSG00000223856.1_2,Y,27856055,27859704,RAB9AP2,0
ENSG00000223859.1_2,2,67267678,67269098,AC007403.3,0
ENSG00000223861.1_2,1,151529922,151530416,RP11-74C1.2,0.575498548
ENSG00000223863.1_2,2,64713487,64728038,LINC01805,0.099605518
ENSG00000223864.1_2,20,37606354,37607065,NPM1P19,0.080020163
ENSG00000223865.10_3,6,33043703,33054978,HLA-DPB1,70.91684478
ENSG00000223866.1_2,7,20681181,20681571,AC002486.3,0
ENSG00000223867.1_2,7,16977849,16978181,AC098592.7,0
ENSG00000223869.1_2,1,215116466,215116883,RP11-323K10.1,0
ENSG00000223870.1_2,21,26499782,26507561,AP000233.3,0.195788166
ENSG00000223872.1_2,7,157294016,157296271,AC006372.5,0.052174319
ENSG00000223873.1_2,2,182559169,182559627,SAP18P2,0
ENSG00000223874.1_3,2,217735495,217736362,LINC01921,0
ENSG00000223875.1,22,16100517,16124973,NBEAP3,0
ENSG00000223876.1_2,10,93304609,93304855,RPS27P1,0
ENSG00000223877.4_3,15,22440227,22440848,RPS8P10,0.091598644
ENSG00000223878.1_2,17,15410180,15410668,AC005517.3,10.19479791
ENSG00000223880.1_2,13,75824616,75826148,LINC01078,0
ENSG00000223881.1_2,1,198566854,198567998,RP11-553K8.2,0
ENSG00000223882.1_2,3,183724126,183729207,ABCC5-AS1,0.911103779
ENSG00000223883.1_2,1,69521581,69650686,LINC01707,0.090868192
ENSG00000223884.5_2,2,7202858,7218011,AC019048.1,0
ENSG00000223885.4_2,8,7137292,7140302,FAM90A13P,0
ENSG00000223886.3_2,7,105170656,105171118,RP11-251G23.2,2.522622687
ENSG00000223889.1_2,7,62854127,62854487,RP11-73B2.3,0
ENSG00000223890.1_2,2,206118028,206118227,AC008171.1,0.712179454
ENSG00000223891.5_2,20,42839600,42854667,OSER1-AS1,2.345696279
ENSG00000223893.1_2,7,49981847,49984036,GNL2P1,0
ENSG00000223896.2_2,1,93221351,93222513,CCNJP2,0
ENSG00000223897.1_2,2,53713282,53713418,AC069157.1,0
ENSG00000223899.1_2,3,33075355,33076302,SEC13P1,0.270447894
ENSG00000223901.2_2,21,47640183,47645278,AP001469.5,3.621467589
ENSG00000223903.1_2,2,220562521,220562936,RPL23P4,0
ENSG00000223904.2_2,X,110677655,110678252,HMGB1P12,0
ENSG00000223905.1_2,1,76819268,76819931,RP11-335E14.1,0
ENSG00000223906.1_3,1,100810033,100810798,RP5-837M10.2,0
ENSG00000223908.5_2,5,159450747,159451052,AC068657.2,0.27928606
ENSG00000223910.1_3,10,44124265,44170151,ZNF32-AS3,0.058979665
ENSG00000223911.1_2,2,148656970,148660525,AC009480.3,3.180607269
ENSG00000223912.1_2,6,132593121,132594471,EEF1A1P36,0
ENSG00000223914.1_2,12,40550041,40561509,AC079630.2,0
ENSG00000223915.1_2,Y,15342765,15343320,DPPA2P1,0
ENSG00000223916.1_2,3,43526464,43527372,RP11-353H3.1,0
ENSG00000223917.1_2,2,96152228,96154375,AC009237.2,0
ENSG00000223918.1_2,9,113489736,113489959,RP13-461N9.2,0
ENSG00000223920.2_2,1,62119866,62120580,RP11-430G17.1,0.557790901
ENSG00000223921.1_2,2,140978153,140979054,MTND1P27,0
ENSG00000223922.1_2,2,39037574,39038796,ASS1P2,0.628907449
ENSG00000223923.1_2,2,218843430,218857338,AC010136.2,1.454450997
ENSG00000223928.1_2,10,24446764,24447710,NUP35P1,0
ENSG00000223929.1_2,2,60586351,60618510,MIR4432HG,0
ENSG00000223930.5_2,3,177919838,178103205,RP11-33A14.1,0
ENSG00000223931.2_2,16,32063146,32063601,RP11-1166P10.8,0
ENSG00000223935.1_2,2,64622354,64680932,AC008074.3,0.197006765
ENSG00000223940.1_2,X,151648049,151649496,KRT8P8,0
ENSG00000223941.5_3,3,178136989,178175097,LINC01014,2.710717644
ENSG00000223942.1_3,6,166186689,166188674,RP11-252P19.2,1.269623539
ENSG00000223944.1_2,1,37728340,37790701,RP5-1180C18.1,0
ENSG00000223945.2_2,1,150025846,150027020,RP11-458I7.1,0.360182712
ENSG00000223946.1_2,6,41997791,41999120,RP11-533O20.2,2.831023915
ENSG00000223947.1_2,2,101610138,101618706,AC016738.4,2.959069868
ENSG00000223948.1_2,7,67234616,67235455,RP11-421N10.1,0
ENSG00000223949.6_2,1,64560125,64636980,ROR1-AS1,0
ENSG00000223951.1_2,2,33281400,33288180,AL133244.1,0
ENSG00000223953.5_3,11,119209649,119211650,C1QTNF5,14.53955976
ENSG00000223955.1_2,Y,8231577,8232000,MTND6P1,0
ENSG00000223956.2_2,1,56880635,56881638,LINC01767,0
ENSG00000223958.1_2,X,52736652,52738983,RP11-552J9.12,0
ENSG00000223959.8_2,16,90038994,90068569,AFG3L1P,2.839154348
ENSG00000223960.6_2,2,179278666,179304970,AC009948.5,4.037048241
ENSG00000223962.1_2,2,149621133,149621373,UBBP3,0
ENSG00000223963.2_3,1,240932720,240934834,THAP12P8,0
ENSG00000223965.2_2,3,31835962,31837667,ZNF587P1,0.287749274
ENSG00000223966.1_2,9,73340956,73345772,RP11-141J10.2,0
ENSG00000223967.1_2,6,74236467,74236602,RP11-505P4.5,0
ENSG00000223968.1_2,3,27665693,27665947,AC098614.1,0
ENSG00000223969.5_2,7,90219933,90226667,AC002456.2,0.647435867
ENSG00000223970.1_2,7,53070113,53071122,RP11-598O8.1,0
ENSG00000223972.5_2,1,11869,14409,DDX11L1,0.032838246
ENSG00000223973.2_2,2,112141329,112142569,AC068491.3,0.137730112
ENSG00000223974.1_2,7,64011876,64012444,BNIP3P42,0.450588055
ENSG00000223975.1_2,21,44885189,44887178,AP001048.4,0.406959688
ENSG00000223976.1_2,2,176707615,176708030,EXTL2P1,0
ENSG00000223977.1_2,2,83446014,83446229,AC138623.1,0
ENSG00000223978.1_2,Y,27131348,27132623,ZNF736P1Y,0
ENSG00000223979.2_2,17,17577340,17581002,SMCR2,0.101018362
ENSG00000223982.3_2,1,231611702,231612034,SNRPD2P2,0.171094163
ENSG00000223983.1,9,67864636,67864981,RP11-12A20.8,0
ENSG00000223984.1_2,10,21913521,21915215,HNRNPRP1,0
ENSG00000223985.1_2,2,490944,492655,LINC01874,0
ENSG00000223986.1_2,3,193483470,193483792,RP11-528A4.3,0.793760382
ENSG00000223987.1_2,10,5346394,5346828,RPL26P28,0
ENSG00000223989.1_2,1,9908376,9910212,RP11-84A14.5,19.61852835
ENSG00000223991.1_2,2,241920932,241925489,AC104809.2,69.69336505
ENSG00000223993.1_2,10,87191699,87192271,RP11-475D12.1,0
ENSG00000223995.2_2,X,127972419,127972812,RPL32P35,0
ENSG00000223997.1_3,14,22907539,22907546,TRDD1,0
ENSG00000223999.1_2,22,23035263,23035797,LL22NC03-102D1.18,0
ENSG00000224000.1_3,1,172876040,172876824,RP3-471M13.2,0
ENSG00000224001.2_2,9,100996991,100997849,RP11-270F18.2,0.153984747
ENSG00000224002.1,11,18210435,18211041,AC090099.2,0.094484836
ENSG00000224003.1_2,22,26043228,26045199,YES1P1,0.332467067
ENSG00000224004.2_2,14,54457819,54458713,ATP5C1P1,0
ENSG00000224005.2,10,75473354,75473609,AC022400.1,0.565221789
ENSG00000224007.1_2,2,149053225,149054248,AC019070.1,0
ENSG00000224008.1_2,20,54036874,54043735,LINC01441,0
ENSG00000224011.1_2,17,58804526,58804843,AC111155.1,0.358329285
ENSG00000224012.3_2,5,163136216,163136520,RP11-756G12.1,0
ENSG00000224014.1_2,1,247338558,247338827,RP11-488L18.6,0.738556471
ENSG00000224015.1_2,5,131514927,131516821,AC063976.3,0
ENSG00000224016.2_2,7,149588280,149606793,RP11-728K20.1,1.370517162
ENSG00000224017.1_2,7,41141202,41173105,LINC01449,0
ENSG00000224018.1_2,21,25527484,25560655,AP000470.2,0
ENSG00000224019.1_2,2,186821314,186821790,RPL21P32,0.119443095
ENSG00000224020.1_2,9,127420746,127460910,MIR181A2HG,0.860639823
ENSG00000224023.10_3,10,127389005,127408135,FLJ37035,0.639135407
ENSG00000224025.2_2,9,71224041,71226900,RP11-274B18.3,0.019921104
ENSG00000224027.1_2,22,27959800,27969534,RP1-231P7P.1,0
ENSG00000224028.1_3,2,140861152,140889349,LINC01853,0.064160311
ENSG00000224029.1_3,6,150945813,150947222,RP11-136K14.2,0.089161747
ENSG00000224031.1_2,X,102881004,102881420,TCEAL3-AS1,0.078911851
ENSG00000224032.6_2,5,111496223,111499973,EPB41L4A-AS1,8.587044131
ENSG00000224033.1_2,Y,20134179,20135788,CDY8P,0
ENSG00000224034.1_2,10,5307996,5313199,RP11-445P17.8,1.070327503
ENSG00000224035.1_2,Y,15195704,15207719,SFPQP1,0
ENSG00000224036.2,10,48157041,48158148,CTSLP2,0.145714466
ENSG00000224038.1_3,9,39384503,39405302,RP11-347J14.8,0.359082078
ENSG00000224039.1_2,3,16734252,16735709,CDYLP1,0
ENSG00000224040.1_2,1,182911250,182911539,HMGN1P4,0
ENSG00000224041.3_2,2,90153696,90154260,IGKV3D-15,0.143874637
ENSG00000224042.2_3,7,116903971,116904442,MTND4P6,0
ENSG00000224043.7_2,2,135493034,135676280,CCNT2-AS1,0.939137741
ENSG00000224045.1_2,9,138479848,138483821,RP11-98L5.4,0
ENSG00000224046.1_2,7,86780739,86781736,AC005076.5,1.186965756
ENSG00000224048.5_2,2,151468895,151491862,AC104777.4,0.04207855
ENSG00000224049.1_2,3,187513975,187523046,RP11-30O15.1,7.542877505
ENSG00000224050.1_2,22,32669407,32673173,RP1-90G24.6,0.048283353
ENSG00000224051.6_2,1,1260136,1264277,CPTP,17.93265635
ENSG00000224054.1_2,X,44325937,44328201,RP4-551E13.2,0
ENSG00000224055.1_2,15,44355709,44356511,GAPDHP55,0
ENSG00000224057.1_2,7,55247443,55256627,EGFR-AS1,2.690342911
ENSG00000224058.2_2,2,47958541,47959174,AC006509.7,0
ENSG00000224059.1_2,7,84657144,84659008,HSPA8P16,0
ENSG00000224060.3_2,Y,14460540,14468226,ARSEP1,0.036428617
ENSG00000224061.1_2,2,106869687,106870173,AC092106.1,0.701942788
ENSG00000224062.4_2,4,122372696,122373122,TUBB4BP5,0
ENSG00000224063.5_3,2,187867947,188419390,AC007319.1,0.270937836
ENSG00000224064.1_2,1,27310119,27310515,RP11-344H11.5,0.57404893
ENSG00000224065.2_2,X,88622434,88622599,SRIP2,0
ENSG00000224066.1_2,1,32670370,32672415,RP4-622L5.7,8.523061406
ENSG00000224067.2_2,9,114565260,114565715,RP11-430K21.2,1.103619492
ENSG00000224069.1_2,X,154125836,154126367,CTD-2183H9.7,0
ENSG00000224070.1_2,2,207124352,207124642,HMGN1P6,0
ENSG00000224071.1_2,2,67047816,67049702,AC009474.1,0
ENSG00000224072.1_2,X,46313532,46316634,RP11-75A9.3,0.247822341
ENSG00000224074.3_3,3,24137760,24144729,LINC00691,0.066133902
ENSG00000224075.1_2,Y,9638762,9650854,TTTY22,0
ENSG00000224076.5_2,2,162279170,162280088,AC009487.4,0
ENSG00000224077.1_2,11,116969703,116978886,AP000936.4,0.11795933
ENSG00000224078.13_3,15,25223730,25664609,SNHG14,1.347952987
ENSG00000224079.1_2,7,1114086,1117672,AC091729.7,0.393378755
ENSG00000224080.1_2,3,37185003,37185449,UBE2FP1,0.76475646
ENSG00000224081.8_2,1,95079370,95320982,SLC44A3-AS1,0.497726197
ENSG00000224082.1_2,3,5121897,5126114,UBTFL8,0
ENSG00000224083.1_3,9,5096666,5098193,MTCO1P11,0.130504088
ENSG00000224085.3_2,3,140621036,140621493,RPL23AP41,0
ENSG00000224086.5_2,22,22292665,22332004,LL22NC03-86G7.1,0.969340734
ENSG00000224087.1_2,2,130865257,130867314,AC018804.3,0
ENSG00000224089.3_2,X,120072555,120075877,CT47A10,0
ENSG00000224090.1_2,2,219866937,219880443,AC097468.4,12.14137261
ENSG00000224091.1_2,11,5226271,5228538,AC104389.16,0
ENSG00000224092.1_2,9,1977784,1978547,RP11-443B9.1,0
ENSG00000224093.5_2,1,94057756,94071130,RP5-1033H22.2,3.819672812
ENSG00000224094.1_2,3,45201266,45201667,RPS24P8,0.283454509
ENSG00000224095.1_2,2,103583866,103600887,LINC01935,0
ENSG00000224097.5_2,4,39481875,39483525,RP11-472B18.1,0.20705399
ENSG00000224099.1_2,2,196313256,196343649,AC064834.1,0
ENSG00000224100.1_2,21,44384749,44385473,AP001630.5,0.195564152
ENSG00000224101.1_2,7,37037401,37053235,ELMO1-AS1,0.647435867
ENSG00000224104.1_2,7,152841398,152841673,AC079809.2,0
ENSG00000224106.1_2,9,69477881,69478916,CYP4F25P,0.931311593
ENSG00000224107.5_3,X,134252881,134254454,LINC00633,0
ENSG00000224109.2_3,X,51360907,51361770,CENPVL3,0
ENSG00000224110.3_2,8,130740990,130742691,MTRF1LP2,0.253896418
ENSG00000224114.1_2,1,206869182,206869614,RP11-343H5.4,1.578965994
ENSG00000224116.6_2,7,41733514,41818986,INHBA-AS1,0.010517695
ENSG00000224117.1_2,13,31127807,31128830,PTPN2P2,0
ENSG00000224121.1_2,2,223769358,223769773,ATG12P2,0.342393968
ENSG00000224122.1_2,7,39444197,39445945,POU6F2-AS1,0
ENSG00000224124.3_2,22,25053448,25054732,POM121L10P,0
ENSG00000224126.2_2,17,18580574,18581070,UBE2SP2,0.114636532
ENSG00000224127.1_3,1,75593515,75598743,RP11-510C10.2,0
ENSG00000224128.1_3,2,5742637,5831620,LINC01248,0
ENSG00000224129.1_2,1,26845845,26846741,DPPA2P2,0
ENSG00000224130.1,11,58672897,58676071,AP001652.1,0
ENSG00000224132.2_2,2,238165734,238166319,AC112715.2,0
ENSG00000224134.1_2,7,81061047,81062112,AC004866.3,0
ENSG00000224136.1_2,7,117522913,117523729,AC007568.1,0
ENSG00000224137.1_2,2,208527099,208531748,LINC01857,0.521106917
ENSG00000224138.1_2,7,126990182,126991577,AC000123.4,2.981216318
ENSG00000224141.5_2,21,19933583,20132321,MIR548XHG,0
ENSG00000224142.1_3,X,109548648,109550449,AMMECR1-IT1,0
ENSG00000224144.1_2,22,22774663,22775647,ASH2LP1,0
ENSG00000224149.1_3,1,75595659,75598261,RP11-510C10.3,0
ENSG00000224151.1_2,Y,20994888,21001199,USP9YP28,0
ENSG00000224152.1_2,2,160471807,160473593,AC009506.1,4.728795302
ENSG00000224153.2_2,3,184119325,184157436,LINC02054,0
ENSG00000224155.2_2,7,56372371,56373219,RP11-700P18.2,0
ENSG00000224157.1_2,6,28864307,28865099,HCG14,4.00062066
ENSG00000224159.1_2,2,219065157,219066111,HMGB1P9,0
ENSG00000224160.1_2,2,243062007,243062204,CICP10,0
ENSG00000224161.3_2,18,57428790,57429137,RPS26P54,0
ENSG00000224162.1_2,10,44227782,44228032,UQCRHP3,0
ENSG00000224163.4_2,7,128552786,128554117,RP11-309L24.6,0
ENSG00000224164.1_2,6,24742530,24752149,RP3-369A17.4,0.204575786
ENSG00000224165.5_2,2,25194259,25262563,DNAJC27-AS1,0.458738845
ENSG00000224166.1_2,Y,19841408,19856476,PRYP1,0
ENSG00000224167.1_2,1,113392650,113420493,RP3-522D1.1,0
ENSG00000224169.1_2,Y,25803986,25805205,HSFY6P,0
ENSG00000224172.1_2,7,64196311,64197121,RP11-416N13.1,0
ENSG00000224173.1_2,2,67789199,67801176,AC007422.1,0
ENSG00000224174.2_2,1,16847189,16848291,RP4-798A10.4,0
ENSG00000224177.6_2,2,11534107,11543203,LINC00570,0
ENSG00000224183.1_2,1,25620655,25621134,SDHDP6,0.356089727
ENSG00000224184.5_2,2,11988748,12718474,MIR3681HG,0
ENSG00000224185.1_2,9,69451764,69452598,SNX18P9,0.477629334
ENSG00000224186.8_3,5,134368970,134693909,C5orf66,10.83369527
ENSG00000224187.1_2,3,187676563,187694195,LINC01991,0.266079889
ENSG00000224188.1_2,13,84594462,84594897,UBE2D3P4,0
ENSG00000224189.6_2,2,177037923,177053686,HAGLR,0
ENSG00000224190.1_2,10,130711143,130714535,RP11-442O18.2,0
ENSG00000224192.2_2,22,26637297,26650058,RP11-259P1.1,0
ENSG00000224194.1_2,2,15808808,15820608,AC008278.3,0.150460448
ENSG00000224195.1_2,10,75573276,75574495,RP11-574K11.5,11.84298417
ENSG00000224198.1,1,87409368,87410425,RP4-604K5.2,0
ENSG00000224203.2_2,1,161506361,161507948,RPS23P10,0
ENSG00000224204.1_2,X,22180850,22191100,PHEX-AS1,0.029892107
ENSG00000224205.1_2,22,24329511,24333615,AP000351.4,0
ENSG00000224207.3_2,4,103655515,103655769,RP11-10L12.1,0
ENSG00000224208.1_2,X,70534762,70535729,AL590762.6,0.089022432
ENSG00000224209.7_3,1,63624758,63782945,LINC00466,0.012689166
ENSG00000224210.1_2,Y,26640856,26641730,TRIM60P5Y,0
ENSG00000224215.1_2,10,23632886,23634110,RP11-371A19.2,4.11978249
ENSG00000224216.1_2,X,154564167,154581271,RP13-228J13.1,0.264843028
ENSG00000224217.1_2,X,115882498,115882845,RP11-232D9.1,0
ENSG00000224218.1_2,4,77679707,77723117,RP11-359D14.3,0.517948694
ENSG00000224219.1_2,2,194595279,194595413,AC074290.1,0
ENSG00000224220.1_2,2,25643986,25650512,AC104699.1,6.949770515
ENSG00000224221.1_2,6,74100761,74101490,RPS6P8,0
ENSG00000224222.1_2,10,71754382,71767592,RP11-262I2.2,0.43491875
ENSG00000224223.1_3,7,54624663,54639419,VSTM2A-OT1,0
ENSG00000224224.1_2,X,18883889,18884672,HAUS1P2,0.072671373
ENSG00000224227.2_2,1,248153569,248154506,OR2L1P,0
ENSG00000224228.2_3,1,172745045,173033155,RP1-15D23.2,0.070512817
ENSG00000224231.1_2,2,138859454,138863475,LINC01832,0
ENSG00000224232.1_2,2,242417731,242418408,AC110299.5,0.54621433
ENSG00000224233.1_2,6,29149287,29150222,OR2J4P,0
ENSG00000224235.1_2,1,88365592,88371397,LINC01773,0
ENSG00000224236.3_2,X,122249960,122251634,MRRFP1,0
ENSG00000224237.1_2,3,27256307,27256509,MINOS1P3,1.683971122
